firstName,lastName,gender,2013,2014,companyCode,companyName,cik,companyCIQ,companyIndustry,meanMktCap,address,2013URL,2014URL
Thomas,Falk,M,0,56336,KMB,Kimberly-Clark,55785,IQ283857,Consumer Staples,24637.21429,"PO Box 619100, Dallas, Texas, 75261, United States",http://www.sec.gov/Archives/edgar/data/55785/0001206774-14-000819-index.html,http://www.sec.gov/Archives/edgar/data/55785/0001206774-15-000834-index.html
John,Faraci,M,97898,95939,IP,International Paper,51434,IQ61036,Materials,12897.98827,"6400 Poplar Avenue, Memphis, Tennessee, 38197, United States",http://www.sec.gov/Archives/edgar/data/51434/0001193125-14-138690-index.html,http://www.sec.gov/Archives/edgar/data/51434/0001193125-15-124204-index.html
Roger,Farah,M,144309,94433,RL,Ralph Lauren Corp,1037038,IQ362220,Consumer Discretionary,9400.64724,"650 Madison Avenue, New York, New York, 10022, United States",http://www.sec.gov/Archives/edgar/data/1037038/000119312513282801/d560706ddef14a.htm,http://www.sec.gov/Archives/edgar/data/1037038/0001193125-14-251224-index.html
David,Farr,M,294870,278440,EMR,Emerson Electric,32604,IQ269231,Industrials,27631.50112,"8000 West Florissant Avenue, PO Box 4100, St. Louis, Missouri, 63136, United States",http://www.sec.gov/Archives/edgar/data/32604/000095013813000542/emersonproxystatement2014.htm,http://www.sec.gov/Archives/edgar/data/32604/0000032604-14-000052-index.html
Thomas,Farrell II,M,103742,71792,D,Dominion Resources,715957,IQ267105,Utilities,23333.49165,"120 Tredegar Street, Richmond, Virginia, 23219, United States",http://www.sec.gov/Archives/edgar/data/715957/0001193125-14-116473-index.html,http://www.sec.gov/Archives/edgar/data/715957/0001193125-15-101701-index.html
Steven,Farris,M,26237,39147,APA,Apache Corp,6769,IQ169838,Energy,20401.345,"One Post Oak Central, Suite 100, 2000 Post Oak Boulevard, Houston, Texas, 77056, United States",http://www.sec.gov/Archives/edgar/data/6769/0001193125-14-127066-index.html,http://www.sec.gov/Archives/edgar/data/6769/0001308179-15-000105-index.html
Trevor,Fetter,M,167232,185820,THC,Tenet Healthcare,70318,IQ107911,Health Care,2870.99826,"1445 Ross Avenue, Suite 1400, Dallas, Texas, 75202, United States",http://www.sec.gov/Archives/edgar/data/70318/0001193125-14-121718-index.html,http://www.sec.gov/Archives/edgar/data/70318/0001193125-15-109538-index.html
Jeff,Fettig,M,62597,47352,WHR,Whirlpool Corp,106640,IQ314515,Consumer Discretionary,6845.01407,"2000 North M-63, Benton Harbor, Michigan, 49022, United States",http://www.sec.gov/Archives/edgar/data/106640/0000106640-14-000013-index.html,http://www.sec.gov/Archives/edgar/data/106640/0000106640-15-000020-index.html
Mark,Fields,M,0,260156,F,Ford Motor,37996,IQ106335,Consumer Discretionary,38088.48201,"One American Road, Dearborn, Michigan, 48126, United States",http://www.sec.gov/Archives/edgar/data/37996/0001047469-14-003150-index.html,http://www.sec.gov/Archives/edgar/data/37996/0001047469-15-002836-index.html
Cameron,Findlay,M,115947,0,ADM,Archer-Daniels-Midland,7084,IQ251704,Consumer Staples,16557.69238,"77 West Wacker Drive, Suite 4600, Chicago, Illinois, 60601, United States",http://www.sec.gov/Archives/edgar/data/7084/0001193125-14-109409-index.html,http://www.sec.gov/Archives/edgar/data/7084/0001193125-15-109440-index.html
Laurence,Fink,M,175000,175000,BLK,BlackRock,1364742,IQ403413,Financials,31039.96725,"55 East 52nd Street, New York, New York, 10055, United States",http://www.sec.gov/Archives/edgar/data/1364742/0001193125-14-144324-index.html,http://www.sec.gov/Archives/edgar/data/1364742/0001193125-15-135243-index.html
John,Finnegan,M,46514,53770,CB,Chubb Corp,20171,IQ261037,Financials,14036.55217,"15 Mountain View Road, Warren, New Jersey, 07059, United States",http://www.sec.gov/Archives/edgar/data/20171/0001193125-14-100076-index.html,http://www.sec.gov/Archives/edgar/data/20171/0001193125-15-091229-index.html
Martin,Flanagan,M,151207,139384,IVZ,INVESCO Ltd,914208,IQ384779,Financials,9380.55416,"Two Peachtree Pointe, 1555 Peachtree Street, North East, Suite 1800, Atlanta, Georgia, 30309, United States",http://www.sec.gov/Archives/edgar/data/914208/0001193125-14-123861-index.html,http://www.sec.gov/Archives/edgar/data/914208/0001193125-15-109372-index.html
James,Flaws,M,91592,86877,GLW,Corning,24741,IQ173840,Information Technology,15054.16963,"One Riverfront Plaza, Corning, New York, 14831, United States",http://www.sec.gov/Archives/edgar/data/24741/0001308179-14-000058-index.html,http://www.sec.gov/Archives/edgar/data/24741/0001206774-15-000912-index.html
James,Flores,M,330266,528898,FCX,Freeport-McMoRan,831259,IQ273607,Materials,20752.4963,"333 North Central Avenue, Phoenix, Arizona, 85004-2189, United States",http://www.sec.gov/Archives/edgar/data/831259/0001193125-14-167090-index.html,http://www.sec.gov/Archives/edgar/data/831259/0001193125-15-147867-index.html
Thomas,Folliard,M,174455,161410,KMX,CarMax,1170010,IQ356805,Consumer Discretionary,6606.74787,"12800 Tuckahoe Creek Parkway, Richmond, Virginia, 23238, United States",http://www.sec.gov/Archives/edgar/data/1170010/0001188112-14-001169-index.html,http://www.sec.gov/Archives/edgar/data/1170010/0001571049-15-003569-index.html
Roger,Fradin,M,0,128724,HON,Honeywell International,773840,IQ1340740,Industrials,42201.27978,"101 Columbia Road, Morris Township, New Jersey, 07962, United States",http://www.sec.gov/Archives/edgar/data/773840/0000930413-14-001263-index.html,http://www.sec.gov/Archives/edgar/data/773840/0000930413-15-001172-index.html
Howard,Frank,M,345451,0,CCL,Carnival Corp,815097,IQ258823,Consumer Discretionary,18074.5807,"3655 NW 87th Avenue, Miami, Florida, 33178, United States",http://www.sec.gov/Archives/edgar/data/815097/0001193125-14-087964-index.html,http://www.sec.gov/Archives/edgar/data/815097/0001193125-15-077952-index.html
Brian,Friedman,M,207918,349869,LUK,Leucadia National,96223,IQ285359,Financials,5879.98027,"520 Madison Avenue, New York, New York, 10022, United States",http://www.sec.gov/Archives/edgar/data/96223/0000930413-14-001565-index.html,http://www.sec.gov/Archives/edgar/data/96223/0000930413-15-001647-index.html
Thomas,Gallagher,M,72222,103988,GPC,Genuine Parts,40987,IQ275034,Consumer Discretionary,7986.11806,"2999 Circle 75 Parkway, Atlanta, Georgia, 30339, United States",http://www.sec.gov/Archives/edgar/data/40987/0001193125-14-071185-index.html,http://www.sec.gov/Archives/edgar/data/40987/0001193125-15-064177-index.html
Geno,Germano,M,69480,35006,PFE,Pfizer,78003,IQ162270,Health Care,122937.9737,"235 East 42nd Street, New York, New York, 10017, United States",http://www.sec.gov/Archives/edgar/data/78003/0000930413-14-001277-index.html,http://www.sec.gov/Archives/edgar/data/78003/0000930413-15-001197-index.html
Daniel,Glaser,M,93112,91457,MMC,Marsh & McLennan,62709,IQ473342,Financials,15685.30677,"1166 Avenue of the Americas, New York, New York, 10036, United States",http://www.sec.gov/Archives/edgar/data/62709/0001193125-14-121425-index.html,http://www.sec.gov/Archives/edgar/data/62709/0001193125-15-109622-index.html
Dennis,Glass,M,83165,47156,LNC,Lincoln National,59558,IQ867423,Financials,7422.60085,"150 North Radnor Chester Road, Suite A305, Radnor, Pennsylvania, 19087, United States",http://www.sec.gov/Archives/edgar/data/59558/0000950159-14-000185-index.html,http://www.sec.gov/Archives/edgar/data/59558/0000950159-15-000100-index.html
Michael,Glenn,M,46831,0,FDX,FedEx Corp,1048911,IQ124423,Industrials,24389.98037,"942 South Shady Grove Road, Memphis, Tennessee, 38120, United States",http://www.sec.gov/Archives/edgar/data/1048911/000104746913008361/0001047469-13-008361-index.htm,http://www.sec.gov/Archives/edgar/data/1048911/0001206774-14-002572-index.html
Rick,Gonzalez,M,297342,525886,ABBV,AbbVie,1551152,IQ141885706,Health Care,48971.19402,"1 North Waukegan Road, North Chicago, Illinois, 60064, United States",http://www.sec.gov/Archives/edgar/data/1551152/0001047469-14-002875-index.html,http://www.sec.gov/Archives/edgar/data/1551152/0001047469-15-002548-index.html
Lynn,Good,F,61298,181369,DUK,Duke Energy,1326160,IQ267850,Utilities,31524.52139,"550 South Tryon Street, Charlotte, North Carolina, 28202, United States",http://www.sec.gov/Archives/edgar/data/1326160/0001047469-14-002690-index.html,http://www.sec.gov/Archives/edgar/data/1326160/0001047469-15-002795-index.html
James,Gorman,M,0,237968,MS,Morgan Stanley,895421,IQ472898,Financials,35602.6339,"1585 Broadway Avenue, New York, New York, 10036, United States",http://www.sec.gov/Archives/edgar/data/895421/0001193125-14-121355-index.html,http://www.sec.gov/Archives/edgar/data/895421/0001193125-15-116077-index.html
Alex,Gorsky,M,46976,92303,JNJ,Johnson & Johnson,200406,IQ139677,Health Care,163274.7035,"One Johnson & Johnson Plaza, New Brunswick, New Jersey, 08933, United States",http://www.sec.gov/Archives/edgar/data/200406/0001193125-14-094846-index.html,http://www.sec.gov/Archives/edgar/data/200406/0001193125-15-086512-index.html
Alan,Graf Jr,M,74982,59530,FDX,FedEx Corp,1048911,IQ124423,Industrials,24389.98037,"942 South Shady Grove Road, Memphis, Tennessee, 38120, United States",http://www.sec.gov/Archives/edgar/data/1048911/000104746913008361/0001047469-13-008361-index.htm,http://www.sec.gov/Archives/edgar/data/1048911/0001206774-14-002572-index.html
Hugh,Grant,M,194064,144980,MON,Monsanto Co,1110783,IQ9439648,Materials,235.46021,"Ahura Centre, 5th Floor, 96, Mahakali Caves Road, Andheri (East), Mumbai, Maharashtra, 400093, India",http://www.sec.gov/Archives/edgar/data/1110783/000119312513466794/0001193125-13-466794-index.htm,http://www.sec.gov/Archives/edgar/data/1110783/0001193125-14-438444-index.html
Evan,Greenberg,M,124742,237718,ACE,ACE Limited,896159,IQ203028,Financials,20509.20203,"Baerengasse 32, Zurich, Zurich, 8001, Switzerland",http://www.sec.gov/Archives/edgar/data/896159/0001193125-14-129918-index.html,http://www.sec.gov/Archives/edgar/data/896159/0001193125-15-121567-index.html
Kimberly,Greene,F,0,32379,SO,Southern Co,92122,IQ120623,Utilities,24234.3378,"30 Ivan Allen Jr Boulevard NW, Atlanta, Georgia, 30308, United States",http://www.sec.gov/Archives/edgar/data/92122/0000092122-14-000018-index.html,http://www.sec.gov/Archives/edgar/data/92122/0001193125-15-126256-index.html
Kirk,Gregg,M,54913,69393,GLW,Corning,24741,IQ173840,Information Technology,15054.16963,"One Riverfront Plaza, Corning, New York, 14831, United States",http://www.sec.gov/Archives/edgar/data/24741/0001308179-14-000058-index.html,http://www.sec.gov/Archives/edgar/data/24741/0001206774-15-000912-index.html
Michael,Gregoire,M,295614,135494,CA,CA,356028,IQ262913,Information Technology,8169.57679,"520 Madison Avenue, 22nd Floor, New York, New York, 10022, United States",http://www.sec.gov/Archives/edgar/data/356028/0000356028-14-000091-index.html,http://www.sec.gov/Archives/edgar/data/356028/0000356028-15-000122-index.html
Robert,Gwin,M,150013,53668,APC,Anadarko Petroleum,773910,IQ251349,Energy,28543.04863,"1201 Lake Robbins Drive, The Woodlands, Texas, 77380, United States",http://www.sec.gov/Archives/edgar/data/773910/0001193125-14-110525-index.html,http://www.sec.gov/Archives/edgar/data/773910/0001193125-15-100571-index.html
Grayson,Hall Jr,M,0,28000,RF,Regions Financial,1281761,IQ271409,Financials,8346.61359,"1900 5th Avenue North, 25th Floor, Birmingham, Alabama, 35203, United States",http://www.sec.gov/Archives/edgar/data/1281761/0001193125-14-093948-index.html,http://www.sec.gov/Archives/edgar/data/1281761/0001193125-15-085528-index.html
John,Hammergren,M,78141,77965,MCK,McKesson Corp,927653,IQ288195,Health Care,22209.47907,"One Post Street, San Francisco, California, 94104, United States",http://www.sec.gov/Archives/edgar/data/927653/000130817913000277/lmckesson_def14a.htm,http://www.sec.gov/Archives/edgar/data/927653/0001193125-15-222432-index.html
Richard,Handler,M,196181,322699,LUK,Leucadia National,96223,IQ285359,Financials,5879.98027,"520 Madison Avenue, New York, New York, 10022, United States",http://www.sec.gov/Archives/edgar/data/96223/0000930413-14-001565-index.html,http://www.sec.gov/Archives/edgar/data/96223/0000930413-15-001647-index.html
Brett,Harvey,M,136414,75972,CNX,CONSOL Energy,1070412,IQ399117,Energy,5206.10705,"CNX Center, 1000 Consol Energy Drive, Canonsburg, Pennsylvania, 15317, United States",http://www.sec.gov/Archives/edgar/data/1070412/0001193125-14-121520-index.html,http://www.sec.gov/Archives/edgar/data/1070412/0001193125-15-105061-index.html
Gerald,Hasell,M,138727,63405,BK,Bank of New York Mellon,1390777,IQ135506,Financials,23617.69467,"One Wall Street, New York, New York, 10286, United States",http://www.sec.gov/Archives/edgar/data/1390777/0001193125-14-089204-index.html,http://www.sec.gov/Archives/edgar/data/1390777/0001193125-15-091383-index.html
Lewis,Hay III,M,75894,0,NEE,NextEra Energy,753308,IQ270586,Utilities,23648.11538,"700 Universe Boulevard, Juno Beach, Florida, 33408, United States",http://www.sec.gov/Archives/edgar/data/753308/0001193125-14-131759-index.html,http://www.sec.gov/Archives/edgar/data/753308/0001193125-15-105108-index.html
John,Hayes,M,36168,40548,BLL,Ball Corp,9389,IQ170352,Materials,4736.14053,"10 Longs Peak Drive, PO Box 5000, Broomfield, Colorado, 80021, United States",http://www.sec.gov/Archives/edgar/data/9389/0001047469-14-002237-index.html,http://www.sec.gov/Archives/edgar/data/9389/0001047469-15-002230-index.html
Hans,Helmerich,M,72745,63428,HP,Helmerich & Payne,46765,IQ278341,Energy,5438.13187,"1437 South Boulder Avenue, Suite 1400, Tulsa, Oklahoma, 74119, United States",http://www.sec.gov/Archives/edgar/data/46765/0001047469-14-000246-index.html,http://www.sec.gov/Archives/edgar/data/46765/0001047469-15-000301-index.html
Gary,Heminger,M,40408,62784,MPC,Marathon Petroleum,1510295,IQ118315802,Energy,15493.81456,"539 South Main Street, Findlay, Ohio, 45840, United States",http://www.sec.gov/Archives/edgar/data/1510295/0001193125-14-104323-index.html,http://www.sec.gov/Archives/edgar/data/1510295/0001193125-15-093926-index.html
John,Hendricks,M,142868,105470,DISCA,Discovery Communications,1437107,IQ22666093,Consumer Discretionary,15185.06588,"One Discovery Place, Silver Spring, Maryland, 20910, United States",http://www.sec.gov/Archives/edgar/data/1437107/0001193125-14-121588-index.html,http://www.sec.gov/Archives/edgar/data/1437107/0001193125-15-119082-index.html
Marillyn,Hewson,M,76782,218568,LMT,Lockheed Martin,936468,IQ285827,Industrials,27757.65013,"6801 Rockledge Drive, Bethesda, Maryland, 20817, United States",http://www.sec.gov/Archives/edgar/data/936468/0001308179-14-000062-index.html,http://www.sec.gov/Archives/edgar/data/936468/0001206774-15-000892-index.html
Charles,Holley Jr,M,73238,70725,WMT,Wal-Mart Stores,104169,IQ313055,Consumer Staples,154931.0336,"702 SW 8th Street, Bentonville, Arkansas, 72716, United States",http://www.sec.gov/Archives/edgar/data/104169/000130817913000238/lwalmart_def14a.htm,http://www.sec.gov/Archives/edgar/data/104169/0001308179-15-000149-index.html
Stephen,Holmes,M,219717,132785,WYN,Wyndham Worldwide,1361658,IQ31063165,Consumer Discretionary,5592.87224,"22 Sylvan Way, Parsippany, New Jersey, 07054, United States",http://www.sec.gov/Archives/edgar/data/1361658/0001047469-14-003429-index.html,http://www.sec.gov/Archives/edgar/data/1361658/0001047469-15-003132-index.html
Bob,Iger,M,332808,391411,DIS,Walt Disney Co,1001039,IQ191564,Consumer Discretionary,80362.04225,"500 South Buena Vista Street, Burbank, California, 91521, United States",http://www.sec.gov/Archives/edgar/data/1001039/0001206774-14-000306-index.html,http://www.sec.gov/Archives/edgar/data/1001039/0001047469-15-000275-index.html
Jeffrey,Immelt,M,343121,395237,GE,General Electric,40545,IQ177031,Industrials,158134.2631,"3135 Easton Turnpike, Fairfield, Connecticut, 06828-0001, United States",http://www.sec.gov/Archives/edgar/data/40545/0001206774-14-000746-index.html,http://www.sec.gov/Archives/edgar/data/40545/0001206774-15-000847-index.html
Ray,Irani,M,673699,0,OXY,Occidental Petroleum,797468,IQ293286,Energy,45414.99968,"5 Greenway Plaza, Suite 110, Houston, Texas, 77046, United States",http://www.sec.gov/Archives/edgar/data/797468/0001308179-14-000089-index.html,http://www.sec.gov/Archives/edgar/data/797468/0001193125-15-103404-index.html
Mike,Jackson,M,76192,67868,AN,AutoNation,350698,IQ112302,Consumer Discretionary,3758.13831,"200 SW 1st Avenue, Suite 1400, Fort Lauderdale, Florida, 33301, United States",http://www.sec.gov/Archives/edgar/data/350698/0000350698-14-000041-index.html,http://www.sec.gov/Archives/edgar/data/350698/0000350698-15-000078-index.html
Paul,Jacobs,M,87658,130483,QCOM,Qualcomm,804328,IQ33493,Information Technology,75169.52345,"5775 Morehouse Drive, San Diego, California, 92121, United States",http://www.sec.gov/Archives/edgar/data/804328/0001193125-14-013182-index.html,http://www.sec.gov/Archives/edgar/data/804328/0001234452-15-000011-index.html
Jonathan,Jaffe,M,0,46390,LEN,Lennar Corp,920760,IQ30763,Consumer Discretionary,4690.1636,"700 Northwest 107th Avenue, Miami, Florida, 33172, United States",http://www.sec.gov/Archives/edgar/data/920760/0001193125-14-071159-index.html,http://www.sec.gov/Archives/edgar/data/920760/0001193125-15-059136-index.html
Roger,Jenkins,M,68768,173613,MUR,Murphy Oil,717423,IQ290060,Energy,7039.20575,"200 Peach Street, P.O. Box 7000, El Dorado, Arkansas, 71731-7000, United States",http://www.sec.gov/Archives/edgar/data/717423/0001193125-14-108752-index.html,http://www.sec.gov/Archives/edgar/data/717423/0001193125-15-107786-index.html
Gregory,Johnson,M,151474,123948,BEN,Franklin Resources,38777,IQ28703,Financials,20637.15651,"One Franklin Parkway, San Mateo, California, 94403, United States",http://www.sec.gov/Archives/edgar/data/38777/0001193125-14-018070-index.html,http://www.sec.gov/Archives/edgar/data/38777/0001193125-15-016945-index.html
Thomas,Joyce,M,0,93680,DHR,Danaher Corp,313616,IQ265621,Industrials,31043.18945,"2200 Pennsylvania Avenue NW, Suite 800W, Washington, District Of Columbia, 20037, United States",http://www.sec.gov/Archives/edgar/data/313616/0001193125-14-126581-index.html,http://www.sec.gov/Archives/edgar/data/313616/0001193125-15-107929-index.html
Paul,Julian,M,85358,52914,MCK,McKesson Corp,927653,IQ288195,Health Care,22209.47907,"One Post Street, San Francisco, California, 94104, United States",http://www.sec.gov/Archives/edgar/data/927653/000130817913000277/lmckesson_def14a.htm,http://www.sec.gov/Archives/edgar/data/927653/0001193125-15-222432-index.html
Robert,Kapito,M,175000,175000,BLK,BlackRock,1364742,IQ403413,Financials,31039.96725,"55 East 52nd Street, New York, New York, 10055, United States",http://www.sec.gov/Archives/edgar/data/1364742/0001193125-14-144324-index.html,http://www.sec.gov/Archives/edgar/data/1364742/0001193125-15-135243-index.html
John,Kelly,M,0,35213,IBM,International Business Machines,51143,IQ112350,Information Technology,125130.4723,"1 New Orchard Road, Armonk, New York, 10504, United States",http://www.sec.gov/Archives/edgar/data/51143/0001104659-14-017899-index.html,http://www.sec.gov/Archives/edgar/data/51143/0001104659-15-018205-index.html
Thomas,Kennedy,M,0,92869,RTN,Raytheon Co,1047122,IQ105612,Industrials,16444.98165,"870 Winter Street, Waltham, Massachusetts, 02451, United States",http://www.sec.gov/Archives/edgar/data/1047122/0001047122-14-000064-index.html,http://www.sec.gov/Archives/edgar/data/1047122/0001193125-15-149763-index.html
Muhtar,Kent,M,239924,178593,KO,Coca-Cola Co,21344,IQ26642,Consumer Staples,110941.6304,"One Coca-Cola Plaza, Atlanta, Georgia, 30313, United States",http://www.sec.gov/Archives/edgar/data/21344/0001308179-14-000049-index.html,http://www.sec.gov/Archives/edgar/data/21344/0001308179-15-000041-index.html
Glen,Kettering,M,0,233579,NI,NiSource,1111711,IQ292092,Utilities,6581.74313,"801 East 86th Avenue, Merrillville, Indiana, 46410, United States",http://www.sec.gov/Archives/edgar/data/1111711/0001193125-14-130563-index.html,http://www.sec.gov/Archives/edgar/data/1111711/0001193125-15-120757-index.html
Dara,Khosrowshahi,M,376237,0,EXPE,Expedia,1324424,IQ25915843,Consumer Discretionary,5603.49792,"333 108th Avenue NE, Bellevue, Washington, 98004, United States",http://www.sec.gov/Archives/edgar/data/1324424/0001193125-14-163328-index.html,http://www.sec.gov/Archives/edgar/data/1324424/0001193125-15-162368-index.html
Donnie,King,M,0,45872,TSN,Tyson Foods,100493,IQ190636,Consumer Staples,7452.43902,"2200 Don Tyson Parkway, Springdale, Arkansas, 72762, United States",http://www.sec.gov/Archives/edgar/data/100493/000010049313000118/a2013yearend-proxystatement.htm,http://www.sec.gov/Archives/edgar/data/100493/0000100493-14-000252-index.html
Klaus,Kleinfeld,M,61831,47623,AA,Alcoa,4281,IQ249603,Materials,8004.76017,"390 Park Avenue, New York, New York, 10022, United States",http://www.sec.gov/Archives/edgar/data/4281/0001193125-14-102971-index.html,http://www.sec.gov/Archives/edgar/data/4281/0001193125-15-097953-index.html
Donald,Knauss,M,31882,0,CLX,Clorox Co,21076,IQ89450,Consumer Staples,7179.71302,"1221 Broadway, Oakland, California, 94612, United States",http://www.sec.gov/Archives/edgar/data/21076/000120677413003468/0001206774-13-003468-index.htm,http://www.sec.gov/Archives/edgar/data/21076/000120677414002939/0001206774-14-002939-index.htm
Dennis,Kogod,M,89405,104230,DVA,DaVita HealthCare Partner,927066,IQ35644,Health Care,8590.67648,"2000 16th Street, Denver, Colorado, 80202, United States",http://www.sec.gov/Archives/edgar/data/927066/0001193125-14-163315-index.html,http://www.sec.gov/Archives/edgar/data/927066/0001047469-15-004140-index.html
Jon,Koraleski,M,138347,195724,UNP,Union Pacific,100885,IQ310078,Industrials,50185.87615,"1400 Douglas Street, Omaha, Nebraska, 68179, United States",http://www.sec.gov/Archives/edgar/data/100885/0001193125-14-125629-index.html,http://www.sec.gov/Archives/edgar/data/100885/0001193125-15-116154-index.html
Richard,Kramer,M,25459,0,GT,Goodyear Tire & Rubber,42582,IQ275789,Consumer Discretionary,3352.21826,"200 Innovation Way, Akron, Ohio, 44316-0001, United States",http://www.sec.gov/Archives/edgar/data/42582/0001193125-14-099083-index.html,http://www.sec.gov/Archives/edgar/data/42582/0001193125-15-090198-index.html
Andreas,Kramvis,M,0,130743,HON,Honeywell International,773840,IQ1340740,Industrials,42201.27978,"101 Columbia Road, Morris Township, New Jersey, 07962, United States",http://www.sec.gov/Archives/edgar/data/773840/0000930413-14-001263-index.html,http://www.sec.gov/Archives/edgar/data/773840/0000930413-15-001172-index.html
Ellen,Kullman,F,80889,77246,DD,Du Pont,30554,IQ268053,Materials,34936.97334,"974 Centre Road, Wilmington, Delaware, 19805, United States",http://www.sec.gov/Archives/edgar/data/30554/0001047469-14-002402-index.html,http://www.sec.gov/Archives/edgar/data/30554/000104746915002338/a2223550zprer14a.htm#fe48101_2014_summary_compensation_table
AG,Lafley,M,73600,606080,PG,Procter & Gamble,80424,IQ33328,Consumer Staples,136477.9559,"One Procter & Gamble Plaza, Cincinnati, Ohio, 45202, United States",http://www.sec.gov/Archives/edgar/data/80424/000119312513344447/d553217ddef14a.htm,http://www.sec.gov/Archives/edgar/data/80424/0001193125-14-326089-index.html
Michael,Lamach,M,198180,157829,IR,Ingersoll-Rand Plc,1466258,IQ280944,Industrials,10469.95255,"170/175 Lakeview Drive, Airside Business Park, Swords, Co. Dublin  Ireland",http://www.sec.gov/Archives/edgar/data/1466258/0001466258-14-000025-index.html,http://www.sec.gov/Archives/edgar/data/1466258/0001466258-15-000177-index.html
Ryan,Lance,M,330869,200846,COP,ConocoPhillips,1163165,IQ296527,Energy,52840.85449,"600 North Dairy Ashford, Houston, Texas, 77079-1175, United States",http://www.sec.gov/Archives/edgar/data/1163165/0001193125-14-119770-index.html,http://www.sec.gov/Archives/edgar/data/1163165/0001104659-15-023250-index.html
Ralph,Lauren,M,200000,200000,RL,Ralph Lauren Corp,1037038,IQ362220,Consumer Discretionary,9400.64724,"650 Madison Avenue, New York, New York, 10022, United States",http://www.sec.gov/Archives/edgar/data/1037038/000119312513282801/d560706ddef14a.htm,http://www.sec.gov/Archives/edgar/data/1037038/0001193125-14-251224-index.html
David,Lesar,M,463329,389790,HAL,Halliburton Co,45012,IQ177698,Energy,28164.76758,"3000 North Sam Houston Parkway East, Houston, Texas, 77032, United States",http://www.sec.gov/Archives/edgar/data/45012/0001308179-14-000142-index.html,http://www.sec.gov/Archives/edgar/data/45012/0001308179-15-000113-index.html
Stuart,Levenick,M,59842,103460,CAT,Caterpillar,18230,IQ259378,Industrials,37215.256,"100 NE Adams Street, Peoria, Illinois, 61629, United States",http://www.sec.gov/Archives/edgar/data/18230/0000018230-14-000144-index.html,http://www.sec.gov/Archives/edgar/data/18230/0000018230-15-000154-index.html
Tom,Linebarger,M,45876,51556,CMI,Cummins,26172,IQ265253,Industrials,15272.63367,"500 Jackson Street, Box 3005, Columbus, Indiana, 47202, United States",http://www.sec.gov/Archives/edgar/data/26172/0001047469-14-003126-index.html,http://www.sec.gov/Archives/edgar/data/26172/0001047469-15-002905-index.html
Andrew,Liveris,M,220487,221240,DOW,Dow Chemical,29915,IQ768440,Materials,31839.55035,"2030 Dow Center, Midland, Michigan, 48674, United States",http://www.sec.gov/Archives/edgar/data/29915/0001193125-14-121344-index.html,http://www.sec.gov/Archives/edgar/data/29915/0001193125-15-109360-index.html
James,Lochner,M,99876,41852,TSN,Tyson Foods,100493,IQ190636,Consumer Staples,7452.43902,"2200 Don Tyson Parkway, Springdale, Arkansas, 72762, United States",http://www.sec.gov/Archives/edgar/data/100493/000010049313000118/a2013yearend-proxystatement.htm,http://www.sec.gov/Archives/edgar/data/100493/0000100493-14-000252-index.html
Mark,Loughridge,M,77489,0,IBM,International Business Machines,51143,IQ112350,Information Technology,125130.4723,"1 New Orchard Road, Armonk, New York, 10504, United States",http://www.sec.gov/Archives/edgar/data/51143/0001104659-14-017899-index.html,http://www.sec.gov/Archives/edgar/data/51143/0001104659-15-018205-index.html
Juan,Luciano,M,131966,59004,ADM,Archer-Daniels-Midland,7084,IQ251704,Consumer Staples,16557.69238,"77 West Wacker Drive, Suite 4600, Chicago, Illinois, 60601, United States",http://www.sec.gov/Archives/edgar/data/7084/0001193125-14-109409-index.html,http://www.sec.gov/Archives/edgar/data/7084/0001193125-15-109440-index.html
Terry,Lundgren,M,67355,75000,M,Macy's,794367,IQ318091,Consumer Discretionary,11935.78315,"7 West Seventh Street, Cincinnati, Ohio, 45202, United States",http://www.sec.gov/Archives/edgar/data/794367/0000794367-14-000073-index.html,http://www.sec.gov/Archives/edgar/data/794367/0000794367-15-000075-index.html
Michael,Luttig,M,0,126218,BA,Boeing Co,12927,IQ370857,Industrials,53221.43576,"100 North Riverside, Chicago, Illinois, 60606, United States",http://www.sec.gov/Archives/edgar/data/12927/0001193125-14-099755-index.html,http://www.sec.gov/Archives/edgar/data/12927/0001193125-15-090972-index.html
Michael,Mahoney,M,39982,42366,BSX,Boston Scientific,885725,IQ317627,Health Care,9311.34827,"300 Boston Scientific Way, Marlborough, Massachusetts, 01752, United States",http://www.sec.gov/Archives/edgar/data/885725/0001047469-14-002942-index.html,http://www.sec.gov/Archives/edgar/data/885725/0001047469-15-002648-index.html
Rajiv,Malik,M,25671,na,MYL,Mylan,69499,IQ290203,Health Care,9876.05808,"Albany Gate, Darkes Lane, Potters Bar, Hertfordshire, EN6 1AG, United Kingdom",http://www.sec.gov/Archives/edgar/data/69499/0001193125-14-091787-index.html,http://www.sec.gov/Archives/edgar/data/1623613/0001193125-15-397044-index.htm
Marc,Manly,M,42421,83596,DUK,Duke Energy,1326160,IQ267850,Utilities,31524.52139,"550 South Tryon Street, Charlotte, North Carolina, 28202, United States",http://www.sec.gov/Archives/edgar/data/1326160/0001047469-14-002690-index.html,http://www.sec.gov/Archives/edgar/data/1326160/0001047469-15-002795-index.html
