firstName,lastName,gender,2013,2014,companyCode,companyName,cik,companyCIQ,companyIndustry,meanMktCap,address,2013URL,2014URL
Kevin,Mansell,M,166725,179993,KSS,Kohl's Corp,885639,IQ61243,Consumer Discretionary,7092.14863,"N56 W17000 Ridgewood Drive, Menomonee Falls, Wisconsin, 53051, United States",http://www.sec.gov/Archives/edgar/data/885639/0001193125-14-111392-index.html,http://www.sec.gov/Archives/edgar/data/885639/0001193125-15-110272-index.html
Robert,Marcus,M,0,249519,TWC,Time Warner Cable,1377013,IQ862598,Consumer Discretionary,21951.03616,"60 Columbus Circle, New York, New York, 10023, United States",http://www.sec.gov/Archives/edgar/data/1377013/0001193125-14-167273-index.html,http://www.sec.gov/Archives/edgar/data/1377013/0001193125-15-192092-index.html
Michael,Maroone,M,163657,89676,AN,AutoNation,350698,IQ112302,Consumer Discretionary,3758.13831,"200 SW 1st Avenue, Suite 1400, Fort Lauderdale, Florida, 33301, United States",http://www.sec.gov/Archives/edgar/data/350698/0000350698-14-000041-index.html,http://www.sec.gov/Archives/edgar/data/350698/0000350698-15-000078-index.html
JW,Marriott Jr,M,145545,99189,MAR,Marriott International,1048286,IQ31148,Consumer Discretionary,9747.19589,"10400 Fernwood Road, Bethesda, Maryland, 20817, United States",http://www.sec.gov/Archives/edgar/data/1048286/0001193125-14-131393-index.html,http://www.sec.gov/Archives/edgar/data/1048286/0001193125-15-120819-index.html
John,Martin Jr,M,43304,0,TWX,Time Warner,1105705,IQ24689,Consumer Discretionary,37040.19565,"One Time Warner Center, New York, New York, 10019, United States",http://www.sec.gov/Archives/edgar/data/1105705/0001206774-14-001297-index.html,http://www.sec.gov/Archives/edgar/data/1105705/0001193125-15-146682-index.html
Frank,Martire,M,69192,43611,FIS,Fidelity National Information Services,1136893,IQ10081196,Information Technology,8948.02583,"601 Riverside Avenue, Jacksonville, Florida, 32204, United States",http://www.sec.gov/Archives/edgar/data/1136893/0001193125-14-147644-index.html,http://www.sec.gov/Archives/edgar/data/1136893/0001193125-15-134536-index.html
Lowell,McAdam,M,120304,141123,VZ,Verizon Communications,732712,IQ415798,Telecommunication Services,103040.0276,"1095 Avenue of the Americas, New York, New York, 10036, United States",http://www.sec.gov/Archives/edgar/data/732712/0001193125-14-102273-index.html,http://www.sec.gov/Archives/edgar/data/732712/0001193125-15-101695-index.html
Margaret,McCarthy,F,147557,85631,AET,Aetna,1122304,IQ655542,Health Care,15295.58444,"151 Farmington Avenue, Hartford, Connecticut, 06156, United States",http://www.sec.gov/Archives/edgar/data/1122304/0001193125-14-148633-index.html,http://www.sec.gov/Archives/edgar/data/1122304/0001193125-15-118890-index.html
Aubrey,McClendon,M,354153,0,CHK,Chesapeake Energy,895126,IQ323857,Energy,9894.36103,"6100 North Western Avenue, Oklahoma City, Oklahoma, 73118, United States",http://www.sec.gov/Archives/edgar/data/895126/0001193125-14-172155-index.html,http://www.sec.gov/Archives/edgar/data/895126/0001193125-15-125220-index.html
Mark,McCollum,M,36283,0,HAL,Halliburton Co,45012,IQ177698,Energy,28164.76758,"3000 North Sam Houston Parkway East, Houston, Texas, 77032, United States",http://www.sec.gov/Archives/edgar/data/45012/0001308179-14-000142-index.html,http://www.sec.gov/Archives/edgar/data/45012/0001308179-15-000113-index.html
Robert,McDonald,M,155840,0,PG,Procter & Gamble,80424,IQ33328,Consumer Staples,136477.9559,"One Procter & Gamble Plaza, Cincinnati, Ohio, 45202, United States",http://www.sec.gov/Archives/edgar/data/80424/000119312513344447/d553217ddef14a.htm,http://www.sec.gov/Archives/edgar/data/80424/000119312515305662/0001193125-15-305662-index.htm
Liam,McGee,M,229995,66900,HIG,Hartford Finl Services Gp,874766,IQ341546,Financials,9210.84836,"One Hartford Plaza, Hartford, Connecticut, 06155, United States",http://www.sec.gov/Archives/edgar/data/874766/0001308179-14-000156-index.html,http://www.sec.gov/Archives/edgar/data/874766/0001206774-15-001206-index.html
John,McGlade,M,105579,128143,APD,Air Products & Chemicals,2969,IQ248356,Materials,14677.57493,"7201 Hamilton Boulevard, Allentown, Pennsylvania, 18195, United States",http://www.sec.gov/Archives/edgar/data/2969/000119312513472574/0001193125-13-472574-index.htm,http://www.sec.gov/Archives/edgar/data/2969/0001193125-14-434928-index.html
Harold,McGraw III,M,460518,0,MHFI,McGraw Hill Financial,64040,IQ21719,Financials,11948.08054,"55 Water Street, New York, New York, 10041, United States",http://www.sec.gov/Archives/edgar/data/64040/0001193125-14-105562-index.html,http://www.sec.gov/Archives/edgar/data/64040/0001193125-15-096277-index.html
Douglas,McMillon,M,55075,38847,WMT,Wal-Mart Stores,104169,IQ313055,Consumer Staples,154931.0336,"702 SW 8th Street, Bentonville, Arkansas, 72716, United States",http://www.sec.gov/Archives/edgar/data/104169/000130817913000238/lwalmart_def14a.htm,http://www.sec.gov/Archives/edgar/data/104169/0001308179-15-000149-index.html
James,McNerney Jr,M,373137,489288,BA,Boeing Co,12927,IQ370857,Industrials,53221.43576,"100 North Riverside, Chicago, Illinois, 60606, United States",http://www.sec.gov/Archives/edgar/data/12927/0001193125-14-099755-index.html,http://www.sec.gov/Archives/edgar/data/12927/0001193125-15-090972-index.html
Lawrence,McRae,M,47719,36745,GLW,Corning,24741,IQ173840,Information Technology,15054.16963,"One Riverfront Plaza, Corning, New York, 14831, United States",http://www.sec.gov/Archives/edgar/data/24741/0001308179-14-000058-index.html,http://www.sec.gov/Archives/edgar/data/24741/0001206774-15-000912-index.html
Charles,Meloy,M,47588,0,APC,Anadarko Petroleum,773910,IQ251349,Energy,28543.04863,"1201 Lake Robbins Drive, The Woodlands, Texas, 77380, United States",http://www.sec.gov/Archives/edgar/data/773910/0001193125-14-110525-index.html,http://www.sec.gov/Archives/edgar/data/773910/0001193125-15-100571-index.html
Larry,Merlo,M,66955,46293,CVS,CVS Health Corp,64803,IQ93625,Consumer Staples,50800.70195,"One CVS Drive, Woonsocket, Rhode Island, 02895, United States",http://www.sec.gov/Archives/edgar/data/64803/0001193125-14-119961-index.html,http://www.sec.gov/Archives/edgar/data/64803/0001206774-15-001037-index.html
Stuart,Miller,M,28900,0,LEN,Lennar Corp,920760,IQ30763,Consumer Discretionary,4690.1636,"700 Northwest 107th Avenue, Miami, Florida, 33172, United States",http://www.sec.gov/Archives/edgar/data/920760/0001193125-14-071159-index.html,http://www.sec.gov/Archives/edgar/data/920760/0001193125-15-059136-index.html
James,Moffett,M,193272,517088,FCX,Freeport-McMoRan,831259,IQ273607,Materials,20752.4963,"333 North Central Avenue, Phoenix, Arizona, 85004-2189, United States",http://www.sec.gov/Archives/edgar/data/831259/0001193125-14-167090-index.html,http://www.sec.gov/Archives/edgar/data/831259/0001193125-15-147867-index.html
Edward,Monser,M,112147,60187,EMR,Emerson Electric,32604,IQ269231,Industrials,27631.50112,"8000 West Florissant Avenue, PO Box 4100, St. Louis, Missouri, 63136, United States",http://www.sec.gov/Archives/edgar/data/32604/000095013813000542/emersonproxystatement2014.htm,http://www.sec.gov/Archives/edgar/data/32604/0000032604-14-000052-index.html
Mark,Moon,M,0,28805,MSI,Motorola Solutions,68505,IQ99186,Information Technology,10075.22974,"1303 East Algonquin Road, Schaumburg, Illinois, 60196, United States",http://www.sec.gov/Archives/edgar/data/68505/0001193125-14-107226-index.html,http://www.sec.gov/Archives/edgar/data/68505/0001193125-15-112953-index.html
Leslie,Moonves,M,533527,701655,CBS,CBS Corp,813828,IQ27763231,Consumer Discretionary,19873.19334,"51 West 52nd Street, New York, New York, 10019, United States",http://www.sec.gov/Archives/edgar/data/813828/0001047469-14-003726-index.html,http://www.sec.gov/Archives/edgar/data/813828/0001047469-15-003386-index.html
Charles,Moorman IV,M,102432,26496,NSC,Norfolk Southern,702165,IQ292268,Industrials,17331.8465,"Three Commercial Place, Norfolk, Virginia, 23510, United States",http://www.sec.gov/Archives/edgar/data/702165/0001193125-14-106409-index.html,http://www.sec.gov/Archives/edgar/data/702165/0001206774-15-000996-index.html
Brian,Moynihan,M,448251,478545,BAC,Bank of America,70858,IQ19049,Financials,98515.36241,"Bank of America Corporate Center, 100 North Tryon Street, Charlotte, North Carolina, 28255, United States",http://www.sec.gov/Archives/edgar/data/70858/0001193125-14-117856-index.html,http://www.sec.gov/Archives/edgar/data/70858/0001193125-15-106302-index.html
Dennis,Muilenburg,M,27300,30852,BA,Boeing Co,12927,IQ370857,Industrials,53221.43576,"100 North Riverside, Chicago, Illinois, 60606, United States",http://www.sec.gov/Archives/edgar/data/12927/0001193125-14-099755-index.html,http://www.sec.gov/Archives/edgar/data/12927/0001193125-15-090972-index.html
Alan,Mulally,M,232153,396486,F,Ford Motor,37996,IQ106335,Consumer Discretionary,38088.48201,"One American Road, Dearborn, Michigan, 48126, United States",http://www.sec.gov/Archives/edgar/data/37996/0001047469-14-003150-index.html,http://www.sec.gov/Archives/edgar/data/37996/0001047469-15-002836-index.html
James,Murdoch,M,283035,206195,FOX,Twenty-First Century Fox,1308161,IQ91031,Consumer Discretionary,45971.0253,"1211 Avenue of the Americas, New York, New York, 10036, United States",http://edgar.sec.gov/Archives/edgar/data/1308161/000119312513352464/0001193125-13-352464-index.htm,http://edgar.sec.gov/Archives/edgar/data/1308161/000119312514355841/0001193125-14-355841-index.htm
Rupert,Murdoch,M,274531,209750,FOX,Twenty-First Century Fox,1308161,IQ91031,Consumer Discretionary,45971.0253,"1211 Avenue of the Americas, New York, New York, 10036, United States",http://edgar.sec.gov/Archives/edgar/data/1308161/000119312513352464/0001193125-13-352464-index.htm,http://edgar.sec.gov/Archives/edgar/data/1308161/000119312514355841/0001193125-14-355841-index.htm
Glenn,Murphy,M,112337,110690,GPS,Gap,39911,IQ274265,Consumer Discretionary,11236.99077,"2 Folsom Street, San Francisco, California, 94105, United States",http://www.sec.gov/Archives/edgar/data/39911/0001193125-14-134797-index.html,http://www.sec.gov/Archives/edgar/data/39911/0001193125-15-121255-index.html
James,Murray,M,60878,48879,HUM,Humana,49071,IQ29618,Health Care,9995.01058,"500 West Main Street, Louisville, Kentucky, 40202, United States",http://www.sec.gov/Archives/edgar/data/49071/0001193125-14-090547-index.html,http://www.sec.gov/Archives/edgar/data/49071/0001193125-15-079975-index.html
William,Nash,M,29313,0,KMX,CarMax,1170010,IQ356805,Consumer Discretionary,6606.74787,"12800 Tuckahoe Creek Parkway, Richmond, Virginia, 23238, United States",http://www.sec.gov/Archives/edgar/data/1170010/0001188112-14-001169-index.html,http://www.sec.gov/Archives/edgar/data/1170010/0001571049-15-003569-index.html
Jackwyn,Nemerov,F,86569,82548,RL,Ralph Lauren Corp,1037038,IQ362220,Consumer Discretionary,9400.64724,"650 Madison Avenue, New York, New York, 10022, United States",http://www.sec.gov/Archives/edgar/data/1037038/000119312513282801/d560706ddef14a.htm,http://www.sec.gov/Archives/edgar/data/1037038/0001193125-14-251224-index.html
Robert,Niblock,M,62068,94954,LOW,Lowe's Companies,60667,IQ180871,Consumer Discretionary,30525.69928,"1605 Curtis Bridge Road, Wilkesboro, North Carolina, 28697, United States",http://www.sec.gov/Archives/edgar/data/60667/0001193125-14-141985-index.html,http://www.sec.gov/Archives/edgar/data/60667/0001193125-15-126919-index.html
Larry,Nichols,M,48219,0,DVN,Devon Energy,1090012,IQ266510,Energy,15810.4227,"333 West Sheridan Avenue, Oklahoma City, Oklahoma, 73102, United States",http://www.sec.gov/Archives/edgar/data/1090012/0001193125-14-151016-index.html,http://www.sec.gov/Archives/edgar/data/1090012/0001193125-15-138467-index.html
Indra,Nooyi,F,102772,118884,PEP,PepsiCo,77476,IQ32854,Consumer Staples,80468.49863,"700 Anderson Hill Road, Purchase, New York, 10577, United States",http://www.sec.gov/Archives/edgar/data/77476/0001193125-14-110415-index.html,http://www.sec.gov/Archives/edgar/data/77476/0001193125-15-105152-index.html
Gary,Norcross,M,60101,48750,FIS,Fidelity National Information Services,1136893,IQ10081196,Information Technology,8948.02583,"601 Riverside Avenue, Jacksonville, Florida, 32204, United States",http://www.sec.gov/Archives/edgar/data/1136893/0001193125-14-147644-index.html,http://www.sec.gov/Archives/edgar/data/1136893/0001193125-15-134536-index.html
David,Novak,M,388203,300032,YUM,Yum Brands,1041061,IQ365997,Consumer Discretionary,19937.44743,"1441 Gardiner Lane, Louisville, Kentucky, 40213, United States",http://www.sec.gov/Archives/edgar/data/1041061/0001308179-14-000078-index.html,http://www.sec.gov/Archives/edgar/data/1041061/0001047469-15-002523-index.html
Phebe,Novakovic,M,165853,151871,GD,General Dynamics,40533,IQ274561,Industrials,21192.0638,"2941 Fairview Park Drive, Suite 100, Falls Church, Virginia, 22042, United States",http://www.sec.gov/Archives/edgar/data/40533/0001193125-14-103696-index.html,http://www.sec.gov/Archives/edgar/data/40533/0001193125-15-100185-index.html
Thomas,O'hern,M,0,35390,MAC,Macerich Co,912242,IQ332172,Financials,5562.15258,"401 Wilshire Boulevard, Suite 700, Santa Monica, California, 90401, United States",http://www.sec.gov/Archives/edgar/data/912242/0001047469-14-003941-index.html,http://www.sec.gov/Archives/edgar/data/912242/0001047469-15-004452-index.html
Douglas,Oberhelman,M,96594,116946,CAT,Caterpillar,18230,IQ259378,Industrials,37215.256,"100 NE Adams Street, Peoria, Illinois, 61629, United States",http://www.sec.gov/Archives/edgar/data/18230/0000018230-14-000144-index.html,http://www.sec.gov/Archives/edgar/data/18230/0000018230-15-000154-index.html
George,Oliver,M,105281,145832,TYC,Tyco International,833444,IQ107534,Industrials,10901.01554,"Building 1000, Unit 1202, City Gate, Mahon, Co. Cork  Ireland",http://www.sec.gov/Archives/edgar/data/833444/000119312514007824/0001193125-14-007824-index.htm,http://www.sec.gov/Archives/edgar/data/833444/000119312515006384/0001193125-15-006384-index.htm
Clarence,Otis Jr,M,87849,0,DRI,Darden Restaurants,940944,IQ336160,Consumer Discretionary,4087.22366,"1000 Darden Center Drive, Orlando, Florida, 32837, United States",http://www.sec.gov/Archives/edgar/data/940944/0000940944-14-000084-index.html,http://edgar.sec.gov/Archives/edgar/data/940944/000119312515278310/0001193125-15-278310-index.htm
James,Palmer,M,27689,61525,NOC,Northrop Grumman,1133421,IQ97199,Industrials,14438.40153,"2980 Fairview Park Drive, Falls Church, Virginia, 22042, United States",http://www.sec.gov/Archives/edgar/data/1133421/0001133421-14-000013-index.html,http://www.sec.gov/Archives/edgar/data/1133421/0001193125-15-120112-index.html
John,Parker Jr,M,31625,0,CCE,Coca-Cola Enterprises,1491675,IQ109130811,Consumer Staples,6729.52694,"2500 Windy Ridge Parkway, Atlanta, Georgia, 30339, United States",http://www.sec.gov/Archives/edgar/data/1491675/0001491675-14-000014-index.html,http://www.sec.gov/Archives/edgar/data/1491675/0001491675-15-000008-index.html
Neal,Patterson,M,131450,122650,CERN,Cerner Corp,804753,IQ259627,Health Care,11338.7867,"2800 Rockcreek Parkway, North Kansas City, Missouri, 64117, United States",http://www.sec.gov/Archives/edgar/data/804753/0000804753-14-000010-index.html,http://www.sec.gov/Archives/edgar/data/804753/0000804753-15-000018-index.html
Charles,Peters,M,55016,93596,EMR,Emerson Electric,32604,IQ269231,Industrials,27631.50112,"8000 West Florissant Avenue, PO Box 4100, St. Louis, Missouri, 63136, United States",http://www.sec.gov/Archives/edgar/data/32604/000095013813000542/emersonproxystatement2014.htm,http://www.sec.gov/Archives/edgar/data/32604/0000032604-14-000052-index.html
Sandra,Peterson,F,0,56931,JNJ,Johnson & Johnson,200406,IQ139677,Health Care,163274.7035,"One Johnson & Johnson Plaza, New Brunswick, New Jersey, 08933, United States",http://www.sec.gov/Archives/edgar/data/200406/0001193125-14-094846-index.html,http://www.sec.gov/Archives/edgar/data/200406/0001193125-15-086512-index.html
Keith,Pitts,M,0,28627,THC,Tenet Healthcare,70318,IQ107911,Health Care,2870.99826,"1445 Ross Avenue, Suite 1400, Dallas, Texas, 75202, United States",http://www.sec.gov/Archives/edgar/data/70318/0001193125-14-121718-index.html,http://www.sec.gov/Archives/edgar/data/70318/0001193125-15-109538-index.html
Michael,Polk,M,165000,165000,NWL,Newell Rubbermaid,814453,IQ291703,Consumer Discretionary,5180.42531,"Three Glenlake Parkway, Atlanta, Georgia, 30328, United States",http://www.sec.gov/Archives/edgar/data/814453/0001193125-14-128984-index.html,http://www.sec.gov/Archives/edgar/data/814453/0001193125-15-115627-index.html
Paul,Raines,M,0,138704,GME,GameStop Corp,1326380,IQ1342560,Consumer Discretionary,2878.08687,"625 Westport Parkway, Grapevine, Texas, 76051, United States",http://www.sec.gov/Archives/edgar/data/1326380/0001445305-14-002042-index.html,http://www.sec.gov/Archives/edgar/data/1326380/0001326380-15-000102-index.html
Edward,Rapp,M,0,37680,CAT,Caterpillar,18230,IQ259378,Industrials,37215.256,"100 NE Adams Street, Peoria, Illinois, 61629, United States",http://www.sec.gov/Archives/edgar/data/18230/0000018230-14-000144-index.html,http://www.sec.gov/Archives/edgar/data/18230/0000018230-15-000154-index.html
Ian,Read,M,176714,100852,PFE,Pfizer,78003,IQ162270,Health Care,122937.9737,"235 East 42nd Street, New York, New York, 10017, United States",http://www.sec.gov/Archives/edgar/data/78003/0000930413-14-001277-index.html,http://www.sec.gov/Archives/edgar/data/78003/0000930413-15-001197-index.html
Sumner,Redstone,M,0,48189,CBS,CBS Corp,813828,IQ27763231,Consumer Discretionary,19873.19334,"51 West 52nd Street, New York, New York, 10019, United States",http://www.sec.gov/Archives/edgar/data/813828/0001047469-14-003726-index.html,http://www.sec.gov/Archives/edgar/data/813828/0001047469-15-003386-index.html
Robert,Reeves,M,34070,57366,APC,Anadarko Petroleum,773910,IQ251349,Energy,28543.04863,"1201 Lake Robbins Drive, The Woodlands, Texas, 77380, United States",http://www.sec.gov/Archives/edgar/data/773910/0001193125-14-110525-index.html,http://www.sec.gov/Archives/edgar/data/773910/0001193125-15-100571-index.html
Robert,Reilly,M,0,26995,PNC,PNC Financial Services,713676,IQ294585,Financials,25691.58247,"The Tower at PNC Plaza, 300 Fifth Avenue, Pittsburgh, Pennsylvania, 15222, United States",http://www.sec.gov/Archives/edgar/data/713676/0001308179-14-000059-index.html,http://www.sec.gov/Archives/edgar/data/713676/0001193125-15-094734-index.html
Glenn,Renwick,M,106895,87137,PGR,Progressive Corp,80661,IQ33352,Financials,9410.2992,"6300 Wilson Mills Road, Mayfield Village, Ohio, 44143, United States",http://www.sec.gov/Archives/edgar/data/80661/0001193125-14-110170-index.html,http://www.sec.gov/Archives/edgar/data/80661/0001193125-15-108728-index.html
John,Rice,M,91949,199558,GE,General Electric,40545,IQ177031,Industrials,158134.2631,"3135 Easton Turnpike, Fairfield, Connecticut, 06828-0001, United States",http://www.sec.gov/Archives/edgar/data/40545/0001206774-14-000746-index.html,http://www.sec.gov/Archives/edgar/data/40545/0001206774-15-000847-index.html
John,Richels,M,0,35938,DVN,Devon Energy,1090012,IQ266510,Energy,15810.4227,"333 West Sheridan Avenue, Oklahoma City, Oklahoma, 73102, United States",http://www.sec.gov/Archives/edgar/data/1090012/0001193125-14-151016-index.html,http://www.sec.gov/Archives/edgar/data/1090012/0001193125-15-138467-index.html
Timothy,Ring,M,108201,96106,BCR,CR Bard,9892,IQ254131,Health Care,6299.73348,"730 Central Avenue, Murray Hill, New Jersey, 07974, United States",http://www.sec.gov/Archives/edgar/data/9892/0001193125-14-099396-index.html,http://www.sec.gov/Archives/edgar/data/9892/0001193125-15-090721-index.html
Brian,Roberts,M,192177,346564,CMCSA,Comcast Corp,1166691,IQ173341,Consumer Discretionary,77982.43293,"One Comcast Center, Philadelphia, Pennsylvania, 19103, United States",http://www.sec.gov/Archives/edgar/data/1166691/0001193125-14-140732-index.html,http://www.sec.gov/Archives/edgar/data/1166691/0001193125-15-125659-index.html
Gary,Rodkin,M,49827,142982,CAG,ConAgra Foods,23217,IQ26893,Consumer Staples,8650.20687,"One ConAgra Drive, Omaha, Nebraska, 68102, United States",http://www.sec.gov/Archives/edgar/data/23217/000119312513330002/d573023ddef14a.htm,http://www.sec.gov/Archives/edgar/data/23217/000119312514301964/d769088ddef14a.htm
Javier,Rodriguez,M,0,150660,DVA,DaVita HealthCare Partner,927066,IQ35644,Health Care,8590.67648,"2000 16th Street, Denver, Colorado, 80202, United States",http://www.sec.gov/Archives/edgar/data/927066/0001193125-14-163315-index.html,http://www.sec.gov/Archives/edgar/data/927066/0001047469-15-004140-index.html
James,Rogers,M,333575,0,DUK,Duke Energy,1326160,IQ267850,Utilities,31524.52139,"550 South Tryon Street, Charlotte, North Carolina, 28202, United States",http://www.sec.gov/Archives/edgar/data/1326160/0001047469-14-002690-index.html,http://www.sec.gov/Archives/edgar/data/1326160/0001047469-15-002795-index.html
James,Rogers,M,0,98308,EMN,Eastman Chemical,915389,IQ109103,Materials,7431.26782,"200 South Wilcox Drive, Kingsport, Tennessee, 37662, United States",http://www.sec.gov/Archives/edgar/data/915389/0001193125-14-109755-index.html,http://www.sec.gov/Archives/edgar/data/915389/0001193125-15-104274-index.html
Karen,Rohan,F,30848,0,AET,Aetna,1122304,IQ655542,Health Care,15295.58444,"151 Farmington Avenue, Hartford, Connecticut, 06156, United States",http://www.sec.gov/Archives/edgar/data/1122304/0001193125-14-148633-index.html,http://www.sec.gov/Archives/edgar/data/1122304/0001193125-15-118890-index.html
Ginni,Rometty,F,151933,164060,IBM,International Business Machines,51143,IQ112350,Information Technology,125130.4723,"1 New Orchard Road, Armonk, New York, 10504, United States",http://www.sec.gov/Archives/edgar/data/51143/0001104659-14-017899-index.html,http://www.sec.gov/Archives/edgar/data/51143/0001104659-15-018205-index.html
Irene,Rosenfeld,F,144939,152072,MDLZ,Mondelez International,1103982,IQ739693,Consumer Staples,35942.19859,"Three Parkway North, Deerfield, Illinois, 60015, United States",http://www.sec.gov/Archives/edgar/data/1103982/0001193125-14-125049-index.html,http://www.sec.gov/Archives/edgar/data/1103982/000119312515107925/d850955ddef14a.htm
Stephen,Rusckowski,M,93002,93999,DGX,Quest Diagnostics,1022079,IQ361335,Health Care,5519.55419,"3 Giralda Farms, Madison, New Jersey, 07940, United States",http://www.sec.gov/Archives/edgar/data/1022079/0000930413-14-001646-index.html,http://www.sec.gov/Archives/edgar/data/1022079/0000930413-15-001724-index.html
Richard,Sands,M,446304,409688,STZ,Constellation Brands,16918,IQ258589,Consumer Staples,8139.00841,"207 High Point Drive, Building 100, Victor, New York, 14564, United States",http://www.sec.gov/Archives/edgar/data/16918/000119312513258961/d542741ddef14a.htm,http://www.sec.gov/Archives/edgar/data/16918/0001193125-15-221633-index.html
Robert,Sands,M,203197,625431,STZ,Constellation Brands,16918,IQ258589,Consumer Staples,8139.00841,"207 High Point Drive, Building 100, Victor, New York, 14564, United States",http://www.sec.gov/Archives/edgar/data/16918/000119312513258961/d542741ddef14a.htm,http://www.sec.gov/Archives/edgar/data/16918/0001193125-15-221633-index.html
Eric,Schmidt,M,61706,672400,GOOG,Google,1288776,IQ29096,Information Technology,209230.4364,"1600 Amphitheatre Parkway, Mountain View, California, 94043, United States",http://www.sec.gov/Archives/edgar/data/1288776/0001308179-14-000114-index.html,http://www.sec.gov/Archives/edgar/data/1288776/0001308179-15-000157-index.html
Marc,Schorr,M,117561,0,WYNN,Wynn Resorts,1174922,IQ3449701,Consumer Discretionary,10650.29147,"3131 Las Vegas Boulevard South, Las Vegas, Nevada, 89109, United States",http://www.sec.gov/Archives/edgar/data/1174922/0001193125-14-122519-index.html,http://www.sec.gov/Archives/edgar/data/1174922/000119312515070011/d874875dpre14a.htm#toc874875_39
Amy,Schulman,F,55571,0,PFE,Pfizer,78003,IQ162270,Health Care,122937.9737,"235 East 42nd Street, New York, New York, 10017, United States",http://www.sec.gov/Archives/edgar/data/78003/0000930413-14-001277-index.html,http://www.sec.gov/Archives/edgar/data/78003/0000930413-15-001197-index.html
Laura,Schumacher,F,0,29414,ABBV,AbbVie,1551152,IQ141885706,Health Care,48971.19402,"1 North Waukegan Road, North Chicago, Illinois, 60064, United States",http://www.sec.gov/Archives/edgar/data/1551152/0001047469-14-002875-index.html,http://www.sec.gov/Archives/edgar/data/1551152/0001047469-15-002548-index.html
Donald,Seale,M,29320,0,NSC,Norfolk Southern,702165,IQ292268,Industrials,17331.8465,"Three Commercial Place, Norfolk, Virginia, 23510, United States",http://www.sec.gov/Archives/edgar/data/702165/0001193125-14-106409-index.html,http://www.sec.gov/Archives/edgar/data/702165/0001206774-15-000996-index.html
Gregg,Seibert,M,193216,150526,CVC,Cablevision Systems,1053112,IQ25933,Consumer Discretionary,2839.39484,"1111 Stewart Avenue, Bethpage, New York, 11714, United States",http://www.sec.gov/Archives/edgar/data/1053112/0001193125-14-140490-index.html,http://www.sec.gov/Archives/edgar/data/1053112/0001552781-15-000477-index.html
William,Simon,M,142178,109746,WMT,Wal-Mart Stores,104169,IQ313055,Consumer Staples,154931.0336,"702 SW 8th Street, Bentonville, Arkansas, 72716, United States",http://www.sec.gov/Archives/edgar/data/104169/000130817913000238/lwalmart_def14a.htm,http://www.sec.gov/Archives/edgar/data/104169/0001308179-15-000149-index.html
Donald,Slager,M,42170,72468,RSG,Republic Services,1060391,IQ386225,Industrials,7820.63905,"18500 North Allied Way, Phoenix, Arizona, 85054, United States",http://www.sec.gov/Archives/edgar/data/1060391/0001193125-14-116469-index.html,http://www.sec.gov/Archives/edgar/data/1060391/0001193125-15-116942-index.html
Neil,Smit,M,37147,25462,CMCSA,Comcast Corp,1166691,IQ173341,Consumer Discretionary,77982.43293,"One Comcast Center, Philadelphia, Pennsylvania, 19103, United States",http://www.sec.gov/Archives/edgar/data/1166691/0001193125-14-140732-index.html,http://www.sec.gov/Archives/edgar/data/1166691/0001193125-15-125659-index.html
Gregory,Smith,M,0,36550,BA,Boeing Co,12927,IQ370857,Industrials,53221.43576,"100 North Riverside, Chicago, Illinois, 60606, United States",http://www.sec.gov/Archives/edgar/data/12927/0001193125-14-099755-index.html,http://www.sec.gov/Archives/edgar/data/12927/0001193125-15-090972-index.html
Donnie,Smith,M,65249,108682,TSN,Tyson Foods,100493,IQ190636,Consumer Staples,7452.43902,"2200 Don Tyson Parkway, Springdale, Arkansas, 72762, United States",http://www.sec.gov/Archives/edgar/data/100493/000010049313000118/a2013yearend-proxystatement.htm,http://www.sec.gov/Archives/edgar/data/100493/0000100493-14-000252-index.html
Timothy,Smucker,M,33028,0,SJM,J M Smucker,91419,IQ303591,Consumer Staples,6617.54401,"One Strawberry Lane, Orrville, Ohio, 44667, United States",http://www.sec.gov/Archives/edgar/data/91419/000119312513280390/d549953ddef14a.htm,http://www.sec.gov/Archives/edgar/data/91419/0001193125-14-258368-index.html
Richard,Smucker,M,61536,48114,SJM,J M Smucker,91419,IQ303591,Consumer Staples,6617.54401,"One Strawberry Lane, Orrville, Ohio, 44667, United States",http://www.sec.gov/Archives/edgar/data/91419/000119312513280390/d549953ddef14a.htm,http://www.sec.gov/Archives/edgar/data/91419/0001193125-14-258368-index.html
Richard,Sokolov,M,326698,314810,SPG,Simon Property Group,1063761,IQ34378,Financials,31741.97973,"225 West Washington Street, Indianapolis, Indiana, 46204, United States",http://www.sec.gov/Archives/edgar/data/1063761/0001047469-14-003651-index.html,http://www.sec.gov/Archives/edgar/data/1063761/0001047469-15-003162-index.html
James,Squires,M,53691,43424,NSC,Norfolk Southern,702165,IQ292268,Industrials,17331.8465,"Three Commercial Place, Norfolk, Virginia, 23510, United States",http://www.sec.gov/Archives/edgar/data/702165/0001193125-14-106409-index.html,http://www.sec.gov/Archives/edgar/data/702165/0001206774-15-000996-index.html
Michael,Staffieri,M,0,29549,DVA,DaVita HealthCare Partner,927066,IQ35644,Health Care,8590.67648,"2000 16th Street, Denver, Colorado, 80202, United States",http://www.sec.gov/Archives/edgar/data/927066/0001193125-14-163315-index.html,http://www.sec.gov/Archives/edgar/data/927066/0001047469-15-004140-index.html
